"ID","product","time","user","aspect","norm_asp","polarity","norm_pol","sarst","entities","op_hol"
"3.4.1","Nikon Coolpix 4300","2024-08-06T17:37:19.693Z","User-hKpFC","camera","camera","positive","1","AFFECTIVE-REACTION","camera","Author"
"3.4.2","Nikon Coolpix 4300","2024-08-06T17:37:19.693Z","User-hKpFC","use","usability","positive","1","AFFECTIVE-REACTION","camera","Author"
"3.5.1","Nikon Coolpix 4300","2024-08-06T17:37:19.693Z","User-hKpFC","features","features","positive","1","AFFECTIVE-REACTION","tune","Others"
"3.6.1","Nikon Coolpix 4300","2024-08-06T17:37:19.693Z","User-hKpFC","camera","camera","negative","-1","STATEMENT","power, dollars, people","Author"
"4.1.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","nikon coolpix 4300","camera","neutral","0","STATEMENT","","Author"
"4.2.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","other","other","positive","1","AFFECTIVE-REACTION","","Author"
"4.3.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","other","other","negative","-1","AFFECTIVE-REACTION","","Author"
"4.4.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","price","price","positive","1","AFFECTIVE-REACTION","","Author"
"4.5.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","other","other","positive","1","AFFECTIVE-REACTION","canon","Author"
"4.6.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","picture quality","pictures","positive","1","STATEMENT","","Author"
"4.7.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","transfer","transfer","positive","1","AFFECTIVE-REACTION","","Author"
"4.8.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","card reader","card reader","positive","1","AFFECTIVE-REACTION","days","Author"
"4.9.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","card reader","card reader","positive","1","STATEMENT","","Author"
"4.10.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","speed","speed","positive","1","SENTIMENT","","Author"
"4.11.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","memory chip","memory card","neutral","0","STATEMENT","battery","Author"
"4.12.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","memory card","memory card","positive","1","AFFECTIVE-REACTION","nothing, lexar","Author"
"4.13.1","Nikon Coolpix 4300","2024-07-12T21:19:25.140Z","User-S3BlA","battery","battery","positive","1","AFFECTIVE-REACTION","battery","Author"
"5.1.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","camera","camera","positive","1","SENTIMENT","","Author"
"5.2.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"5.3.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","auto mode","auto mode","positive","1","AFFECTIVE-REACTION","","Author"
"5.4.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","autofocussing","auto focus","positive","1","AFFECTIVE-REACTION","","Author"
"5.5.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","date; time","date; time","positive","1","AFFECTIVE-REACTION","date","Others"
"5.6.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","date; time","date; time","positive","1","STATEMENT","software","Others"
"5.7.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","date; time","date; time","positive","1","AFFECTIVE-REACTION","","Author"
"5.8.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","image quality","pictures","positive","1","AFFECTIVE-REACTION","image, shakes","Author"
"5.9.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","indoor image","indoor image","neutral","0","STATEMENT","","Author"
"5.10.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","flash","flash","negative","-1","AFFECTIVE-REACTION","","Others"
"5.11.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","lens cap","lens","positive","1","SENTIMENT","cap","Author"
"5.12.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","memory card","memory card","positive","1","AFFECTIVE-REACTION","","Author"
"5.13.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","picture quality","pictures","positive","1","AFFECTIVE-REACTION","","Author"
"5.14.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","movie clips","movie clips","positive","1","AFFECTIVE-REACTION","","Author"
"5.15.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","camera","camera","positive","1","AFFECTIVE-REACTION","shooting","Author"
"5.15.2","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","picture","pictures","positive","1","STATEMENT","shooting","Author"
"5.16.1","Nikon Coolpix 4300","2024-08-06T16:23:01.264Z","User-NmQ43","picture quality","pictures","positive","1","AFFECTIVE-REACTION","","Author"
"6.1.1","Nikon Coolpix 4300","2024-07-21T09:05:10.528Z","User-w6xEF","menu dial knob","menu","positive","1","AFFECTIVE-REACTION","menu","Author"
"6.2.1","Nikon Coolpix 4300","2024-07-21T09:05:10.528Z","User-w6xEF","menu dial knob","menu","positive","1","AFFECTIVE-REACTION","modes","Author"
"6.3.1","Nikon Coolpix 4300","2024-07-21T09:05:10.528Z","User-w6xEF","servicing","service","positive","1","AFFECTIVE-REACTION","weeks","Author"
"6.4.1","Nikon Coolpix 4300","2024-07-21T09:05:10.528Z","User-w6xEF","service","service","positive","1","STATEMENT","refuse, kind","Others"
"6.5.1","Nikon Coolpix 4300","2024-07-21T09:05:10.528Z","User-w6xEF","service","service","positive","1","AFFECTIVE-REACTION","camera","Others"
"6.6.1","Nikon Coolpix 4300","2024-07-21T09:05:10.528Z","User-w6xEF","camera","camera","negative","-1","STATEMENT","","Author"
"6.6.2","Nikon Coolpix 4300","2024-07-21T09:05:10.528Z","User-w6xEF","customer service","service","positive","1","AFFECTIVE-REACTION","","Author"
"7.1.1","Nikon Coolpix 4300","2024-08-19T12:52:26.419Z","User-xxNtx","system error","system error","positive","1","SENTIMENT","days, system","Author"
"7.2.1","Nikon Coolpix 4300","2024-08-19T12:52:26.419Z","User-xxNtx","camera","camera","neutral","0","STATEMENT","","Author"
"7.3.1","Nikon Coolpix 4300","2024-08-19T12:52:26.419Z","User-xxNtx","lens cap design","lens","negative","-1","AFFECTIVE-REACTION","lens","Author"
"7.4.1","Nikon Coolpix 4300","2024-08-19T12:52:26.419Z","User-xxNtx","lens cap","lens","positive","1","AFFECTIVE-REACTION","","Author"
"7.5.1","Nikon Coolpix 4300","2024-08-19T12:52:26.419Z","User-xxNtx","audio on video","audio on video","positive","1","STATEMENT","","Author"
"7.6.1","Nikon Coolpix 4300","2024-08-19T12:52:26.419Z","User-xxNtx","pictures quality","pictures","neutral","0","STATEMENT","","Author"
"7.6.2","Nikon Coolpix 4300","2024-08-19T12:52:26.419Z","User-xxNtx","shutter delay","shutter delay","positive","1","SENTIMENT","","Author"
"7.7.1","Nikon Coolpix 4300","2024-08-19T12:52:26.419Z","User-xxNtx","service","service","positive","1","AFFECTIVE-REACTION","nikon","Author"
"8.1.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","other","other","positive","1","AFFECTIVE-REACTION","","Author"
"8.2.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","camera","camera","positive","1","STATEMENT","","Author"
"8.3.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","other","other","negative","-1","STATEMENT","","Author"
"8.4.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","other","other","positive","1","AFFECTIVE-REACTION","","Author"
"8.5.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","other","other","negative","-1","STATEMENT","hands, camera","Author"
"8.6.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","other","other","negative","-1","AFFECTIVE-REACTION","camera","Author"
"8.7.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","other","other","positive","1","STATEMENT","amateur, camera, photography","Author"
"8.8.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","other","other","negative","-1","AFFECTIVE-REACTION","brand, camcorder","Author"
"8.9.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","nikon coolpix 4300","camera","negative","-1","AFFECTIVE-REACTION","","Author"
"8.10.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","settings","settings","positive","1","AFFECTIVE-REACTION","size","Author"
"8.10.2","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","size","size","positive","1","AFFECTIVE-REACTION","size","Author"
"8.10.3","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","price","price","positive","1","AFFECTIVE-REACTION","size","Author"
"8.10.4","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","brand","brand","neutral","0","STATEMENT","size","Author"
"8.10.5","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","software","software","positive","1","AFFECTIVE-REACTION","size","Author"
"8.11.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","camera","camera","positive","1","AFFECTIVE-REACTION","decision","Author"
"8.12.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","picture","pictures","neutral","0","STATEMENT","pictures","Author"
"8.13.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","camera","camera","neutral","0","STATEMENT","","Author"
"8.14.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","indoor setting","indoor setting","positive","1","AFFECTIVE-REACTION","setting","Others"
"8.15.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","delay","delay","positive","1","AFFECTIVE-REACTION","waiting, people, flash","Author"
"8.16.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","picture quality","pictures","positive","1","AFFECTIVE-REACTION","moment, hands","Author"
"8.17.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","camera problems","camera problems","positive","1","AFFECTIVE-REACTION","","Author"
"8.18.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","tripod","tripod","negative","-1","STATEMENT","tripod","Author"
"8.19.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","256 mb","memory card","positive","1","AFFECTIVE-REACTION","","Author"
"8.19.2","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","usb card reader","usb","positive","1","AFFECTIVE-REACTION","","Author"
"8.19.3","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","camera bag","camera bag","negative","-1","AFFECTIVE-REACTION","","Author"
"8.19.4","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","warranty","service","positive","1","STATEMENT","","Author"
"8.20.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","pictures","pictures","negative","-1","AFFECTIVE-REACTION","terms","Author"
"8.21.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","other","other","negative","-1","SENTIMENT","Hope","Others"
"8.22.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","photographs","photographs","neutral","0","STATEMENT","","Author"
"8.23.1","Nikon Coolpix 4300","2024-07-03T02:09:11.435Z","User-vi6sc","photographs","photographs","neutral","0","STATEMENT","vegas, photographs","Author"
"9.1.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","other","other","negative","-1","STATEMENT","","Author"
"9.2.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","4300","camera","neutral","0","STATEMENT","","Author"
"9.3.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","lense","lens","negative","-1","AFFECTIVE-REACTION","","Author"
"9.3.2","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","pictures","pictures","positive","1","AFFECTIVE-REACTION","","Author"
"9.4.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","auto","auto mode","positive","1","STATEMENT","scene","Author"
"9.4.2","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","scene mode","scene mode","negative","-1","STATEMENT","scene","Author"
"9.5.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","movie mode","movie mode","positive","1","STATEMENT","","Author"
"9.6.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","software","software","positive","1","SENTIMENT","software, xp","Author"
"9.6.2","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","accessories","accessories","positive","1","SENTIMENT","software, xp","Author"
"9.7.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","memory card","memory card","positive","1","STATEMENT","card, pictures, resolution","Author"
"9.8.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","print ordering","print","positive","1","SENTIMENT","results","Author"
"9.9.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","print quality","print","negative","-1","AFFECTIVE-REACTION","setting","Author"
"9.10.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","battery life","battery","negative","-1","STATEMENT","","Author"
"9.10.2","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","battery usage","battery","positive","1","AFFECTIVE-REACTION","","Author"
"9.11.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","battery","battery","positive","1","AFFECTIVE-REACTION","","Author"
"9.11.2","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","charging speed","charging speed","positive","1","STATEMENT","","Author"
"9.12.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","accessory kit","accessories","positive","1","AFFECTIVE-REACTION","kit","Author"
"9.13.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","camera bag","camera bag","positive","1","AFFECTIVE-REACTION","camera","Author"
"9.14.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","accessory kit","accessories","positive","1","AFFECTIVE-REACTION","card","Author"
"9.15.1","Nikon Coolpix 4300","2024-07-16T23:09:37.929Z","User-JvMjh","camera","camera","negative","-1","AFFECTIVE-REACTION","camera","Author"
"10.1.1","Nikon Coolpix 4300","2024-08-27T00:48:29.823Z","User-v38aN","review","review","positive","1","AFFECTIVE-REACTION","camera","Author"
"10.2.1","Nikon Coolpix 4300","2024-08-27T00:48:29.823Z","User-v38aN","other","other","positive","1","AFFECTIVE-REACTION","pictures, olympus","Author"
"10.3.1","Nikon Coolpix 4300","2024-08-27T00:48:29.823Z","User-v38aN","other","other","negative","-1","STATEMENT","","Author"
"10.4.1","Nikon Coolpix 4300","2024-08-27T00:48:29.823Z","User-v38aN","coolpix 4300","camera","positive","1","AFFECTIVE-REACTION","","Author"
"10.5.1","Nikon Coolpix 4300","2024-08-27T00:48:29.823Z","User-v38aN","picture","pictures","positive","1","STATEMENT","","Author"
"10.6.1","Nikon Coolpix 4300","2024-08-27T00:48:29.823Z","User-v38aN","other","other","positive","1","STATEMENT","","Author"
"10.7.1","Nikon Coolpix 4300","2024-08-27T00:48:29.823Z","User-v38aN","other","other","positive","1","AFFECTIVE-REACTION","","Author"
"10.8.1","Nikon Coolpix 4300","2024-08-27T00:48:29.823Z","User-v38aN","blurriness","blurriness","positive","1","AFFECTIVE-REACTION","camera, button","Author"
"10.9.1","Nikon Coolpix 4300","2024-08-27T00:48:29.823Z","User-v38aN","other","other","positive","1","AFFECTIVE-REACTION","","Author"
"10.10.1","Nikon Coolpix 4300","2024-08-27T00:48:29.823Z","User-v38aN","features","features","positive","1","STATEMENT","camera, features","Author"
"10.11.1","Nikon Coolpix 4300","2024-08-27T00:48:29.823Z","User-v38aN","camera","camera","positive","1","AFFECTIVE-REACTION","hands, person, settings","Author"
"11.1.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","nikon 4300","camera","neutral","0","STATEMENT","","Author"
"11.2.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","camera","camera","positive","1","STATEMENT","","Author"
"11.3.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","picture","pictures","negative","-1","STATEMENT","","Author"
"11.4.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","digital zoom","zoom","neutral","0","STATEMENT","","Author"
"11.4.2","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","optical zoom","zoom","positive","1","SENTIMENT","","Author"
"11.5.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","picture","pictures","positive","1","AFFECTIVE-REACTION","camera, bit","Others"
"11.5.2","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","deleting pics","deleting pics","negative","-1","AFFECTIVE-REACTION","camera, bit","Others"
"11.5.3","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","focusing","focusing","positive","1","STATEMENT","camera, bit","Others"
"11.5.4","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","lighting adjustments","lighting adjustments","negative","-1","AFFECTIVE-REACTION","camera, bit","Others"
"11.5.5","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","camera","camera","neutral","0","STATEMENT","camera, bit","Others"
"11.6.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","picture","pictures","positive","1","AFFECTIVE-REACTION","features","Author"
"11.7.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","sunset feature","sunset feature","neutral","0","STATEMENT","","Author"
"11.8.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","software","software","negative","-1","SENTIMENT","camera","Others"
"11.9.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","touchups","touchups","neutral","0","STATEMENT","","Author"
"11.9.2","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","redeye","redeye","negative","-1","AFFECTIVE-REACTION","","Author"
"11.10.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","memory card","memory card","positive","1","SENTIMENT","memory","Author"
"11.11.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","memory card","memory card","neutral","0","STATEMENT","","Author"
"11.11.2","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","resolution","resolution","neutral","0","STATEMENT","","Author"
"11.12.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","picture","pictures","positive","1","AFFECTIVE-REACTION","pics, Very","Author"
"11.13.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","battery life","battery","positive","1","AFFECTIVE-REACTION","","Author"
"11.13.2","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","rechargeable batteries","battery","positive","1","SENTIMENT","","Author"
"11.13.3","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","alkaline backup","alkaline backup","positive","1","AFFECTIVE-REACTION","","Author"
"11.13.4","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","emergency pics","pictures","positive","1","AFFECTIVE-REACTION","","Author"
"11.14.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","camera","camera","positive","1","AFFECTIVE-REACTION","camera","Author"
"11.15.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","other","other","positive","1","AFFECTIVE-REACTION","digital, move","Author"
"11.16.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","other","other","neutral","0","STATEMENT","","Author"
"11.17.1","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"11.17.2","Nikon Coolpix 4300","2024-08-04T01:48:31.398Z","User-mNGZE","investment","investment","positive","1","STATEMENT","","Author"
"12.1.1","Nikon Coolpix 4300","2024-07-21T21:15:08.494Z","User-oDJG6","other","other","neutral","0","STATEMENT","","Author"
"12.2.1","Nikon Coolpix 4300","2024-07-21T21:15:08.494Z","User-oDJG6","use","usability","positive","1","STATEMENT","coolpix, size","Author"
"12.2.2","Nikon Coolpix 4300","2024-07-21T21:15:08.494Z","User-oDJG6","quality","quality","neutral","0","STATEMENT","coolpix, size","Author"
"12.2.3","Nikon Coolpix 4300","2024-07-21T21:15:08.494Z","User-oDJG6","size","size","neutral","0","STATEMENT","coolpix, size","Author"
"12.3.1","Nikon Coolpix 4300","2024-07-21T21:15:08.494Z","User-oDJG6","battery","battery","neutral","0","STATEMENT","","Author"
"12.3.2","Nikon Coolpix 4300","2024-07-21T21:15:08.494Z","User-oDJG6","memory card","memory card","positive","1","AFFECTIVE-REACTION","","Author"
"12.4.1","Nikon Coolpix 4300","2024-07-21T21:15:08.494Z","User-oDJG6","auto settings","auto settings","positive","1","AFFECTIVE-REACTION","auto, settings, job","Author"
"12.5.1","Nikon Coolpix 4300","2024-07-21T21:15:08.494Z","User-oDJG6","nikon coolpix 4300","camera","positive","1","STATEMENT","","Author"
"13.1.1","Nikon Coolpix 4300","2024-08-24T13:02:59.973Z","User-vwR5j","nikon coolpix 4300","camera","positive","1","AFFECTIVE-REACTION","","Author"
