"ID","product","time","user","aspect","norm_asp","polarity","norm_pol","sarst","entities","op_hol"
"4.10.1","Nikon Coolpix 4300","2024-05-19T01:55:08.808Z","User-A5omk","speed","speed","negative","-1","STATEMENT","","Author"
"4.11.1","Nikon Coolpix 4300","2024-05-19T01:55:08.808Z","User-A5omk","memory chip","memory card","negative","-1","STATEMENT","battery","Author"
"4.12.1","Nikon Coolpix 4300","2024-05-19T01:55:08.808Z","User-A5omk","memory card","memory card","positive","1","STATEMENT","nothing, lexar","Author"
"4.13.1","Nikon Coolpix 4300","2024-05-19T01:55:08.808Z","User-A5omk","battery","battery","negative","-1","STATEMENT","battery","Author"
"5.1.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","camera","camera","positive","1","STATEMENT","","Author"
"5.2.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","camera","camera","negative","-1","STATEMENT","","Author"
"5.3.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","auto mode","auto mode","negative","-1","STATEMENT","","Author"
"5.4.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","autofocussing","auto focus","negative","-1","STATEMENT","","Author"
"5.5.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","date; time","date; time","negative","-1","STATEMENT","date","Others"
"5.6.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","date; time","date; time","negative","-1","STATEMENT","software","Others"
"5.7.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","date; time","date; time","negative","-1","STATEMENT","","Author"
"5.8.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","image quality","pictures","negative","-1","AFFECTIVE-REACTION","image, shakes","Author"
"5.9.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","indoor image","indoor image","negative","-1","STATEMENT","","Author"
"5.10.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","flash","flash","negative","-1","STATEMENT","","Others"
"5.11.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","lens cap","lens","negative","-1","AFFECTIVE-REACTION","cap","Author"
"5.12.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","memory card","memory card","negative","-1","STATEMENT","","Author"
"5.13.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","picture quality","pictures","neutral","0","STATEMENT","","Author"
"5.14.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","movie clips","movie clips","negative","-1","AFFECTIVE-REACTION","","Author"
"5.15.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","camera","camera","positive","1","AFFECTIVE-REACTION","shooting","Author"
"5.15.2","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","picture","pictures","positive","1","AFFECTIVE-REACTION","shooting","Author"
"5.16.1","Nikon Coolpix 4300","2024-05-22T16:46:18.198Z","User-6bFxo","picture quality","pictures","positive","1","STATEMENT","","Author"
"6.1.1","Nikon Coolpix 4300","2024-05-26T18:46:29.583Z","User-yyzXY","menu dial knob","menu","negative","-1","STATEMENT","menu","Author"
"6.2.1","Nikon Coolpix 4300","2024-05-26T18:46:29.583Z","User-yyzXY","menu dial knob","menu","negative","-1","AFFECTIVE-REACTION","modes","Author"
"6.3.1","Nikon Coolpix 4300","2024-05-26T18:46:29.583Z","User-yyzXY","servicing","service","negative","-1","AFFECTIVE-REACTION","weeks","Author"
"6.4.1","Nikon Coolpix 4300","2024-05-26T18:46:29.583Z","User-yyzXY","service","service","negative","-1","STATEMENT","refuse, kind","Others"
"6.5.1","Nikon Coolpix 4300","2024-05-26T18:46:29.583Z","User-yyzXY","service","service","negative","-1","STATEMENT","camera","Others"
"6.6.1","Nikon Coolpix 4300","2024-05-26T18:46:29.583Z","User-yyzXY","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"6.6.2","Nikon Coolpix 4300","2024-05-26T18:46:29.583Z","User-yyzXY","customer service","service","negative","-1","STATEMENT","","Author"
"7.1.1","Nikon Coolpix 4300","2024-05-14T07:58:30.785Z","User-CqhvM","system error","system error","negative","-1","AFFECTIVE-REACTION","days, system","Author"
"7.2.1","Nikon Coolpix 4300","2024-05-14T07:58:30.785Z","User-CqhvM","camera","camera","negative","-1","AFFECTIVE-REACTION","","Author"
"7.3.1","Nikon Coolpix 4300","2024-05-14T07:58:30.785Z","User-CqhvM","lens cap design","lens","negative","-1","AFFECTIVE-REACTION","lens","Author"
"7.4.1","Nikon Coolpix 4300","2024-05-14T07:58:30.785Z","User-CqhvM","lens cap","lens","negative","-1","STATEMENT","","Author"
"7.5.1","Nikon Coolpix 4300","2024-05-14T07:58:30.785Z","User-CqhvM","audio on video","audio on video","negative","-1","AFFECTIVE-REACTION","","Author"
"7.6.1","Nikon Coolpix 4300","2024-05-14T07:58:30.785Z","User-CqhvM","pictures quality","pictures","positive","1","AFFECTIVE-REACTION","","Author"
"7.6.2","Nikon Coolpix 4300","2024-05-14T07:58:30.785Z","User-CqhvM","shutter delay","shutter delay","neutral","0","STATEMENT","","Author"
"7.7.1","Nikon Coolpix 4300","2024-05-14T07:58:30.785Z","User-CqhvM","service","service","neutral","0","STATEMENT","nikon","Author"
"8.1.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","other","other","neutral","0","STATEMENT","","Author"
"8.2.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"8.3.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","other","other","neutral","0","STATEMENT","","Author"
"8.4.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","other","other","neutral","0","STATEMENT","","Author"
"8.5.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","other","other","negative","-1","STATEMENT","hands, camera","Author"
"8.6.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","other","other","neutral","0","STATEMENT","camera","Author"
"8.7.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","other","other","positive","1","STATEMENT","amateur, camera, photography","Author"
"8.8.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","other","other","neutral","0","STATEMENT","brand, camcorder","Author"
"8.9.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","nikon coolpix 4300","camera","neutral","0","STATEMENT","","Author"
"8.10.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","settings","settings","neutral","0","STATEMENT","size","Author"
"8.10.2","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","size","size","neutral","0","STATEMENT","size","Author"
"8.10.3","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","price","price","neutral","0","STATEMENT","size","Author"
"8.10.4","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","brand","brand","neutral","0","STATEMENT","size","Author"
"8.10.5","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","software","software","neutral","0","STATEMENT","size","Author"
"8.11.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","camera","camera","positive","1","SENTIMENT","decision","Author"
"8.12.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","picture","pictures","positive","1","AFFECTIVE-REACTION","pictures","Author"
"8.13.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","camera","camera","negative","-1","AFFECTIVE-REACTION","","Author"
"8.14.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","indoor setting","indoor setting","negative","-1","AFFECTIVE-REACTION","setting","Others"
"8.15.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","delay","delay","negative","-1","AFFECTIVE-REACTION","waiting, people, flash","Author"
"8.16.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","picture quality","pictures","negative","-1","AFFECTIVE-REACTION","moment, hands","Author"
"8.17.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","camera problems","camera problems","negative","-1","STATEMENT","","Author"
"8.18.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","tripod","tripod","neutral","0","STATEMENT","tripod","Author"
"8.19.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","256 mb","memory card","neutral","0","STATEMENT","","Author"
"8.19.2","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","usb card reader","usb","neutral","0","STATEMENT","","Author"
"8.19.3","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","camera bag","camera bag","negative","-1","STATEMENT","","Author"
"8.19.4","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","warranty","service","negative","-1","STATEMENT","","Author"
"8.20.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","pictures","pictures","positive","1","STATEMENT","terms","Author"
"8.21.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","other","other","neutral","0","STATEMENT","Hope","Others"
"8.22.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","photographs","photographs","positive","1","SENTIMENT","","Author"
"8.23.1","Nikon Coolpix 4300","2024-05-24T23:11:57.941Z","User-9pjb4","photographs","photographs","positive","1","AFFECTIVE-REACTION","vegas, photographs","Author"
"9.1.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","other","other","negative","-1","STATEMENT","","Author"
"9.2.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","4300","camera","positive","1","SENTIMENT","","Author"
"9.3.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","lense","lens","positive","1","AFFECTIVE-REACTION","","Author"
"9.3.2","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","pictures","pictures","positive","1","AFFECTIVE-REACTION","","Author"
"9.4.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","auto","auto mode","neutral","0","STATEMENT","scene","Author"
"9.4.2","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","scene mode","scene mode","neutral","0","STATEMENT","scene","Author"
"9.5.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","movie mode","movie mode","positive","1","AFFECTIVE-REACTION","","Author"
"9.6.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","software","software","positive","1","AFFECTIVE-REACTION","software, xp","Author"
"9.6.2","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","accessories","accessories","positive","1","STATEMENT","software, xp","Author"
"9.7.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","memory card","memory card","neutral","0","STATEMENT","card, pictures, resolution","Author"
"9.8.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","print ordering","print","positive","1","AFFECTIVE-REACTION","results","Author"
"9.9.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","print quality","print","positive","1","STATEMENT","setting","Author"
"9.10.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","battery life","battery","positive","1","AFFECTIVE-REACTION","","Author"
"9.10.2","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","battery usage","battery","negative","-1","STATEMENT","","Author"
"9.11.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","battery","battery","neutral","0","STATEMENT","","Author"
"9.11.2","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","charging speed","charging speed","positive","1","STATEMENT","","Author"
"9.12.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","accessory kit","accessories","positive","1","AFFECTIVE-REACTION","kit","Author"
"9.13.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","camera bag","camera bag","positive","1","AFFECTIVE-REACTION","camera","Author"
"9.14.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","accessory kit","accessories","positive","1","STATEMENT","card","Author"
"9.15.1","Nikon Coolpix 4300","2024-05-25T03:07:23.379Z","User-DMibv","camera","camera","positive","1","AFFECTIVE-REACTION","camera","Author"
"10.1.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","review","review","positive","1","STATEMENT","camera","Author"
"10.2.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","other","other","positive","1","AFFECTIVE-REACTION","pictures, olympus","Author"
"10.3.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","other","other","negative","-1","STATEMENT","","Author"
"10.4.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","coolpix 4300","camera","neutral","0","STATEMENT","","Author"
"10.5.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","picture","pictures","negative","-1","STATEMENT","","Author"
"10.6.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","other","other","positive","1","STATEMENT","","Author"
"10.7.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","other","other","positive","1","AFFECTIVE-REACTION","","Author"
"10.8.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","blurriness","blurriness","neutral","0","STATEMENT","camera, button","Author"
"10.9.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","other","other","positive","1","STATEMENT","","Author"
"10.10.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","features","features","positive","1","AFFECTIVE-REACTION","camera, features","Author"
"10.11.1","Nikon Coolpix 4300","2024-05-11T18:44:37.090Z","User-F3D2i","camera","camera","negative","-1","AFFECTIVE-REACTION","hands, person, settings","Author"
"11.1.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","nikon 4300","camera","neutral","0","STATEMENT","","Author"
"11.2.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","camera","camera","neutral","0","STATEMENT","","Author"
"11.3.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","picture","pictures","positive","1","AFFECTIVE-REACTION","","Author"
"11.4.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","digital zoom","zoom","positive","1","STATEMENT","","Author"
"11.4.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","optical zoom","zoom","positive","1","STATEMENT","","Author"
"11.5.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","picture","pictures","negative","-1","AFFECTIVE-REACTION","camera, bit","Others"
"11.5.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","deleting pics","deleting pics","negative","-1","AFFECTIVE-REACTION","camera, bit","Others"
"11.5.3","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","focusing","focusing","negative","-1","AFFECTIVE-REACTION","camera, bit","Others"
"11.5.4","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","lighting adjustments","lighting adjustments","neutral","0","STATEMENT","camera, bit","Others"
"11.5.5","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","camera","camera","positive","1","AFFECTIVE-REACTION","camera, bit","Others"
"11.6.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","picture","pictures","positive","1","SENTIMENT","features","Author"
"11.7.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","sunset feature","sunset feature","positive","1","AFFECTIVE-REACTION","","Author"
"11.8.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","software","software","positive","1","AFFECTIVE-REACTION","camera","Others"
"11.9.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","touchups","touchups","positive","1","AFFECTIVE-REACTION","","Author"
"11.9.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","redeye","redeye","positive","1","AFFECTIVE-REACTION","","Author"
"11.10.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","memory card","memory card","positive","1","STATEMENT","memory","Author"
"11.11.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","memory card","memory card","neutral","0","STATEMENT","","Author"
"11.11.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","resolution","resolution","positive","1","AFFECTIVE-REACTION","","Author"
"11.12.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","picture","pictures","neutral","0","STATEMENT","pics, Very","Author"
"11.13.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","battery life","battery","positive","1","AFFECTIVE-REACTION","","Author"
"11.13.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","rechargeable batteries","battery","neutral","0","STATEMENT","","Author"
"11.13.3","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","alkaline backup","alkaline backup","neutral","0","STATEMENT","","Author"
"11.13.4","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","emergency pics","pictures","neutral","0","STATEMENT","","Author"
"11.14.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","camera","camera","positive","1","AFFECTIVE-REACTION","camera","Author"
"11.15.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","other","other","neutral","0","STATEMENT","digital, move","Author"
"11.16.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","other","other","positive","1","STATEMENT","","Author"
"11.17.1","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"11.17.2","Nikon Coolpix 4300","2024-05-08T06:16:54.017Z","User-D1n8C","investment","investment","positive","1","AFFECTIVE-REACTION","","Author"
"12.1.1","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","other","other","neutral","0","STATEMENT","","Author"
"12.2.1","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","use","usability","positive","1","AFFECTIVE-REACTION","coolpix, size","Author"
"12.2.2","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","quality","quality","positive","1","AFFECTIVE-REACTION","coolpix, size","Author"
"12.2.3","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","size","size","positive","1","AFFECTIVE-REACTION","coolpix, size","Author"
"12.3.1","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","battery","battery","positive","1","STATEMENT","","Author"
"12.3.2","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","memory card","memory card","positive","1","STATEMENT","","Author"
"12.4.1","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","auto settings","auto settings","positive","1","STATEMENT","auto, settings, job","Author"
"12.5.1","Nikon Coolpix 4300","2024-05-16T21:59:57.693Z","User-t9bTq","nikon coolpix 4300","camera","positive","1","STATEMENT","","Author"
"13.1.1","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","nikon coolpix 4300","camera","neutral","0","STATEMENT","","Author"
"13.2.1","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","camera","camera","positive","1","AFFECTIVE-REACTION","ones, features","Author"
"13.3.1","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","picture quality","pictures","positive","1","AFFECTIVE-REACTION","pics","Author"
"13.3.2","Nikon Coolpix 4300","2024-05-12T05:53:50.458Z","User-4PULq","use","usability","positive","1","AFFECTIVE-REACTION","pics","Author"
